ROAD,ROAD_NAME,COMMON_USAGE_NAME,START_SLK,END_SLK,CWY,START_TRUE_DIST,END_TRUE_DIST,NETWORK_TYPE,RA_NO,RA_NAME,LG_NO,LG_NAME,SPEED_LIMIT,ROUTE_NE_ID,OBJECTID,GlobalID,GEOLOCSTLength
4150149,Bencubbin - Beacon Rd,Bencubbin - Beacon Rd,42.1,42.22,Single,42.1,42.22,Local Road,08,Wheatbelt,415,Mount Marshall,50km/h,203584,22669425,{9EBCCDBE-7FBA-4A47-A8AA-3EB4FE777624},0.00106860032822255
4010107,Edwards St,Edwards St,0,0.49,Single,0,0.49,Local Road,08,Wheatbelt,401,Beverley,50km/h,213393,22669426,{F0160E1A-5240-49C8-819B-724BCB9D6BA7},0.00517391428224318
4010113,Lennard St,Lennard St,0,0.5,Single,0,0.5,Local Road,08,Wheatbelt,401,Beverley,50km/h,224982,22669427,{0129F1E9-1ED7-4A3D-B5F4-9AAAF1C3F6CC},0.00482451375788276
4020087,White St,White St,0,1.19,Single,0,1.19,Local Road,08,Wheatbelt,402,Brookton,50km/h,245778,22669428,{9E5999AF-9BAB-46F5-9156-C85863DBEED6},0.0112879826419689
4020091,Cumming St,Cumming St,0,0.82,Single,0,0.82,Local Road,08,Wheatbelt,402,Brookton,50km/h,210742,22669429,{04322850-60A2-4C4D-8C93-4C4085241B77},0.00841880157587582
4020098,Tiller East St,Tiller East St,0.25,0.3,Single,0.25,0.3,Local Road,08,Wheatbelt,402,Brookton,50km/h,242432,22669430,{4CE2DC7D-B454-4244-9A90-338E874C6969},0.000550528836665256
4040127,Lynch St,Lynch St,0,1.57,Single,0,1.57,Local Road,08,Wheatbelt,404,Corrigin,50km/h,226088,22669431,{FDEE0A7D-EC2D-4A0C-8B1F-1B6EE97650E2},0.0143804509488536
4040128,Kirkwood St,Kirkwood St,0,1.07,Single,0,1.07,Local Road,08,Wheatbelt,404,Corrigin,50km/h,223500,22669432,{312E8BC4-A4F9-44D0-9502-57F64A1EF7DD},0.00969922718834147
4040131,Hill St,Hill St,0,0.18,Single,0,0.18,Local Road,08,Wheatbelt,404,Corrigin,50km/h,219946,22669433,{4ECA19E9-8872-4963-BC65-DE4E010B08F4},0.0019220041623264
4060163,Cubbine St,Cubbine St,0,1.19,Single,0,1.19,Local Road,08,Wheatbelt,406,Cunderdin,50km/h,210671,22669434,{0B885D2E-3B72-48B6-95A3-ACF16710A568},0.0108601359770306
4170097,Northmore St,Northmore St,0,0.49,Single,0,0.49,Local Road,08,Wheatbelt,417,Narembeen,50km/h,231282,22669435,{08920AB0-31C2-4623-B250-5008A4F90E05},0.00441229922594005
4180018,Gray St,Gray St,0,0.47,Single,0,0.47,Local Road,08,Wheatbelt,418,Narrogin,50km/h,217650,22669436,{18EBF1B7-D56B-40ED-804F-9B13A6A90453},0.00423397472846493
4180018,Gray St,Gray St,0.47,0.58,Left,0.47,0.58,Local Road,08,Wheatbelt,418,Narrogin,50km/h,217650,22669437,{7BFE75E6-6A1F-4B30-970B-97AC8F4FE668},0.00104294428859033
4180018,Gray St,Gray St,0.47,0.58,Right,0.47,0.58,Local Road,08,Wheatbelt,418,Narrogin,50km/h,217650,22669438,{BFD9418B-8DE2-4FA2-8BE1-8A591A37EED5},0.00108846132752516
4180024,Homer St,Homer St,0,0.77,Single,0,0.77,Local Road,08,Wheatbelt,418,Narrogin,50km/h,220341,22669439,{BA10BF7C-5127-478A-A400-6CDBA0DC22C6},0.00818213719024559
4180028,Hansard St,Hansard St,0,1.04,Single,0,1.04,Local Road,08,Wheatbelt,418,Narrogin,50km/h,218662,22669440,{33AD9092-D57C-43B4-A531-3BB57A267443},0.0111072803061858
4180038,Argus St,Argus St,0,0.92,Single,0,0.92,Local Road,08,Wheatbelt,418,Narrogin,50km/h,201454,22669441,{222374F6-246D-47D2-B82F-5C7C531C3128},0.0083117175721989
4180060,Butler St,Butler St,0,0.7,Single,0,0.7,Local Road,08,Wheatbelt,418,Narrogin,50km/h,206407,22669442,{522A13CA-5D62-403F-8C74-7E0CDEFF7997},0.0062659559453955
4212001,Wellington St,Wellington St,2.11,2.83,Single,2.11,2.83,Local Road,08,Wheatbelt,421,Northam,50km/h,74946285,22669443,{64A30773-7169-4F36-B72A-AD833249100A},0.00722133124846105
4220002,Danberrin Rd,Danberrin Rd,0,0.98,Single,0,0.98,Local Road,08,Wheatbelt,422,Nungarin,50km/h,211160,22669444,{73DF242E-D104-4CCB-A724-2E3716EB3F1E},0.00959885557055363
4220043,Second Av,Second Av,0,0.2,Single,0,0.2,Local Road,08,Wheatbelt,422,Nungarin,50km/h,238290,22669445,{B5EE0568-6A2C-482F-9AF1-6A0BCDF08253},0.00196929962169295
4220045,Third Av,Third Av,0.2,0.38,Single,0.2,0.38,Local Road,08,Wheatbelt,422,Nungarin,50km/h,242116,22669446,{6862BEB6-1D96-42F6-84F4-CD4477D2CC3A},0.00180566197482507
4230087,Paragon St,Paragon St,0,0.96,Single,0,0.96,Local Road,08,Wheatbelt,423,Pingelly,50km/h,232632,22669447,{1E342AE1-8797-462E-9914-8FA2DC22FF08},0.0086070606778892
3040530,Cranbrook - Frankland East Rd,Cranbrook - Frankland East Rd,0,0.98,Single,0,0.98,Local Road,01,Great Southern,304,Cranbrook,50km/h,210347,22669448,{A82B639D-AB90-4FCB-B30F-A58CFE66BAD9},0.0103639823659891
8130152,Boronia Cl,Boronia Cl,0,0.54,Single,0,0.54,Local Road,11,Pilbara,813,Port Hedland (T),50km/h,204771,22669449,{6E8430FA-F5BD-411D-8F2F-E79014C46424},0.00507697041289778
8130252,Hakea Ct,Hakea Ct,0,0.06,Single,0,0.06,Local Road,11,Pilbara,813,Port Hedland (T),50km/h,218340,22669450,{18FC5A66-47A5-4C2C-BC00-C5FB2E60D28F},0.000577720520667217
8130333,Oyster Ct,Oyster Ct,0,0.11,Single,0,0.11,Local Road,11,Pilbara,813,Port Hedland (T),50km/h,232353,22669451,{1892FB66-DCFD-43E2-AFDF-28C5EEE8F374},0.000968208921310901
8130341,Roberts St Svc Rd,Roberts St Svc Rd,0,0.37,Single,0,0.37,Local Road,11,Pilbara,813,Port Hedland (T),50km/h,236381,22669452,{1B714D31-A620-49D6-AB74-BFB8FC7FBE24},0.00342404948821499
8130347,Broadhurst Wy,Broadhurst Wy,0,0.1,Single,0,0.1,Local Road,11,Pilbara,813,Port Hedland (T),50km/h,205247,22669453,{26C300E2-5019-49F5-B1B1-F1D64F23B3B2},0.000932826483463401
8140046,Padbury Wy,Padbury Wy,0,0.76,Single,0,0.76,Local Road,11,Pilbara,814,Karratha (C),50km/h,232410,22669454,{9E2AF78B-50AA-4294-894B-16833185CB71},0.00739756689887476
8140047,Wellard Wy,Wellard Wy,0,0.78,Single,0,0.78,Local Road,11,Pilbara,814,Karratha (C),50km/h,245358,22669455,{912CE51A-9008-4F34-8BD2-30932B90AA01},0.00744067347924784
8140061,Lockyer St,Lockyer St,0,0.43,Single,0,0.43,Local Road,11,Pilbara,814,Karratha (C),50km/h,225600,22669456,{D73A17AB-0BE5-4F02-BDE9-7DB5A9495CE6},0.00391378284136426
8140062,Turner Wy,Turner Wy,0,0.79,Single,0,0.79,Local Road,11,Pilbara,814,Karratha (C),50km/h,243305,22669457,{20E2AB2C-833E-4F17-963C-7127D02D3CB4},0.00726878261381473
8140100,Jacaranda Pl,Jacaranda Pl,0,0.39,Single,0,0.39,Local Road,11,Pilbara,814,Karratha (C),50km/h,221441,22669458,{4F65590A-A9E5-4626-81D2-6E166611F3E9},0.00335315991000059
8140100,Jacaranda Pl,Jacaranda Pl,0.63,1,Single,0.63,1,Local Road,11,Pilbara,814,Karratha (C),50km/h,221441,22669459,{1A893A17-143C-40FC-A8B3-D48C3C9BA075},0.00330996752249928
8140166,Galbraith Rd,Galbraith Rd,0,1.17,Single,0,1.17,Local Road,11,Pilbara,814,Karratha (C),50km/h,216049,22669460,{D327B633-E4FD-47BF-9D85-2F3F25B98E96},0.0113201929373747
8140216,Church Rd,Church Rd,0,0.85,Single,0,0.85,Local Road,11,Pilbara,814,Karratha (C),50km/h,208484,22669461,{938A0BDE-20C7-49AD-A731-406BC1B6595A},0.00813198198675262
8140267,Rosemary Rd,Rosemary Rd,0,0.87,Single,0,0.87,Local Road,11,Pilbara,814,Karratha (C),50km/h,236829,22669462,{E1B78DA0-E638-4C52-BE39-DB82BD570654},0.00795846277331827
8140294,Gawthorne Dr,Gawthorne Dr,0,1.73,Single,0,1.73,Local Road,11,Pilbara,814,Karratha (C),50km/h,216345,22669463,{5E99EF98-3B99-4E95-9E6F-703081B88DA3},0.0162618964450527
8140300,Kruger Cl,Kruger Cl,0,0.12,Single,0,0.12,Local Road,11,Pilbara,814,Karratha (C),50km/h,223844,22669464,{29A0084D-2571-42C9-85AA-8B4C101DA74E},0.00112956673109649
8140338,Gillam Pl,Gillam Pl,0,0.13,Single,0,0.13,Local Road,11,Pilbara,814,Karratha (C),50km/h,216720,22669465,{37E72744-E223-4D73-88BA-5A98AD282C47},0.00128425425831492
8140393,Tamarind Pl,Tamarind Pl,0,0.4,Single,0,0.4,Local Road,11,Pilbara,814,Karratha (C),50km/h,241396,22669466,{3E5A7B6D-3187-43FB-8C00-58806F95AC6E},0.00387120088875009
8140421,Leslie Loop,Leslie Loop,0,0.08,Single,0,0.08,Local Road,11,Pilbara,814,Karratha (C),50km/h,225060,22669467,{1DE13EE6-A69A-4C6A-92C8-425BBEE98CA3},0.000767101788142555
8140421,Leslie Loop,Leslie Loop,0.08,0.55,Single,0.08,0.55,Local Road,11,Pilbara,814,Karratha (C),50km/h,225060,22669468,{F40E69AB-956C-47C8-ACB6-29E47EFE2516},0.00434995292913212
8140507,Buchanan Cct,Buchanan Cct,0,0.48,Single,0,0.48,Local Road,11,Pilbara,814,Karratha (C),50km/h,119899406,22669469,{4623F1A4-F6D4-4143-B5CC-478130D22225},0.00446386859671212
8140549,Honeyeater Cnr,Honeyeater Cnr,0,0.3,Single,0,0.3,Local Road,11,Pilbara,814,Karratha (C),50km/h,118412100,22669470,{13CABBDC-02AE-4E54-AF93-D96C95B39EA7},0.00283281330489125
8140549,Honeyeater Cnr,Honeyeater Cnr,0.34,0.43,Single,0.34,0.43,Local Road,11,Pilbara,814,Karratha (C),50km/h,118412100,22669471,{162E8FB6-8B50-4899-8CBE-902BA4907ACC},0.000843053916101425
8140591,Gardugarli Dr,Gardugarli Dr,0,0.26,Single,0,0.26,Local Road,11,Pilbara,814,Karratha (C),50km/h,461392538,22669472,{E9F34603-7B48-41A6-9655-F65655382025},0.0023820472341862
8140593,Marniyarra Loop,Marniyarra Loop,0,0.26,Single,0,0.26,Local Road,11,Pilbara,814,Karratha (C),50km/h,461392557,22669473,{F4A200AB-D750-4ECA-B26F-4E1E101ED84D},0.00231804019970949
4230088,Stone St,Stone St,0.47,0.95,Single,0.47,0.95,Local Road,08,Wheatbelt,423,Pingelly,50km/h,240570,22669474,{A41194DD-3594-4D37-BC16-C8429F463D22},0.00422800295647957
4230153,Park St,Park St,0.12,0.99,Single,0.12,0.99,Local Road,08,Wheatbelt,423,Pingelly,50km/h,232710,22669475,{569FBE99-161A-4BE8-8F76-8670A7875AA0},0.00920404375949608
4290109,Henry St,Henry St,0,0.58,Single,0,0.58,Local Road,08,Wheatbelt,429,Wickepin,50km/h,219549,22669476,{3B768EE9-1D12-418A-B492-3ED25602C404},0.00514445802670716
4310104,Gamble St,Gamble St,0,0.69,Single,0,0.69,Local Road,08,Wheatbelt,431,Wyalkatchem,50km/h,216137,22669477,{0058A063-78AB-48FB-B02C-9ACAE16B80EE},0.00661998873141536
4310104,Gamble St,Gamble St,0.95,1.08,Single,0.95,1.08,Local Road,08,Wheatbelt,431,Wyalkatchem,50km/h,216137,22669478,{E34AEB80-A663-4EFC-9E32-665D5680D454},0.00117305157601872
4310111,Slocum St,Slocum St,0,0.41,Single,0,0.41,Local Road,08,Wheatbelt,431,Wyalkatchem,50km/h,239339,22669479,{CC90DE33-BD49-4C17-936E-3942758DB75B},0.00413534714383206
4330018,Trews Rd,Trews Rd,0,1.12,Single,0,1.12,Local Road,08,Wheatbelt,433,York,50km/h,242991,22669480,{0B930928-03FE-46D9-B544-C8F3A3237E53},0.0116330863256601
4330090,Ulster Rd,Ulster Rd,0,0.99,Single,0,0.99,Local Road,08,Wheatbelt,433,York,50km/h,243459,22669481,{38CEC652-F6DF-4FA4-8184-3F1EBE43FF1B},0.00928464908763755
4330094,South St,South St,0,0.11,Single,0,0.11,Local Road,08,Wheatbelt,433,York,50km/h,239666,22669482,{EA0B4150-168C-499C-8870-7886353785A8},0.00119797996644351
4330123,Forrest St,Forrest St,0.56,0.8,Single,0.56,0.8,Local Road,08,Wheatbelt,433,York,50km/h,215455,22669483,{5D1D2FC7-0121-4CCE-B618-EACD497A098F},0.00226101415298534
5030141,Bussell St,Bussell St,0,0.13,Single,0,0.13,Local Road,08,Wheatbelt,503,Dalwallinu,50km/h,206371,22669484,{F248012C-013D-4728-9DCF-C5854FD98351},0.00127633552082193
5030142,Locke St,Locke St,0,0.67,Single,0,0.67,Local Road,08,Wheatbelt,503,Dalwallinu,50km/h,225560,22669485,{FA861387-D7BC-4257-83CE-14C9C0B22AAD},0.00630698097817242
5070091,Gingin Rd,Gingin Rd,0,0.39,Single,0,0.39,Local Road,08,Wheatbelt,507,Gingin,50km/h,216791,22669486,{0F59F375-0FC4-411B-BEA9-5A90DF12E20A},0.00341143232485077
5070091,Gingin Rd,Gingin Rd,0.73,2.12,Single,0.73,2.12,Local Road,08,Wheatbelt,507,Gingin,50km/h,216791,22669487,{B3563F27-61DD-4784-A353-2742E511C6C8},0.0127361913164412
5070099,Cray St,Cray St,0,0.19,Single,0,0.19,Local Road,08,Wheatbelt,507,Gingin,50km/h,210404,22669488,{C1A247E0-3C23-45F7-967E-E8FA6EF5F7E0},0.00196437630342438
5100140,Marah St,Marah St,0,0.5,Single,0,0.5,Local Road,08,Wheatbelt,510,Moora,50km/h,226787,22669489,{CC78D8B1-18B0-47F7-AB49-A84AC4B0735D},0.00502466367065739
5100192,Dandaragan St,Dandaragan St,0,1.63,Single,0,1.63,Local Road,08,Wheatbelt,510,Moora,50km/h,211175,22669490,{84CF8ED5-2139-4558-B6A1-5106C86875F5},0.0167851901576123
6110089,Altair St,Altair St,0,1.5,Single,0,1.5,Local Road,08,Wheatbelt,611,Yilgarn,50km/h,200900,22669491,{DAAB1A41-2E24-4317-80A0-A071736D8AE0},0.0143694703805376
6110091,Canopus St,Canopus St,0.37,1.13,Single,0.37,1.13,Local Road,08,Wheatbelt,611,Yilgarn,50km/h,206972,22669492,{9E5C67C3-62EB-4D57-9BBB-21093CE6E774},0.00762114041277637
6110098,Centaur St,Centaur St,0,0.45,Single,0,0.45,Local Road,08,Wheatbelt,611,Yilgarn,50km/h,207808,22669493,{13190554-ECA4-43D9-A7D8-AE4AEC1E4234},0.00412148477306989
6110098,Centaur St,Centaur St,0.53,0.86,Single,0.53,0.86,Local Road,08,Wheatbelt,611,Yilgarn,50km/h,207808,22669494,{9933662A-648E-4221-837A-96A2580A31AB},0.00351408374539671
6110243,Altair St Svc Rd 2,Altair St Svc Rd 2,0,0.28,Single,0,0.28,Local Road,08,Wheatbelt,611,Yilgarn,50km/h,33879605,22669495,{18C9619C-0640-44D1-AF91-7985014D5FC3},0.00152910261514055
6110244,Altair St Svc Rd 3,Altair St Svc Rd 3,0,0.04,Single,0,0.04,Local Road,08,Wheatbelt,611,Yilgarn,50km/h,33879607,22669496,{4CBE0FB7-FC10-4246-A70E-25F26F3EE78A},0.000514373490479774
6110245,Altair St Svc Rd 4,Altair St Svc Rd 4,0,0.12,Single,0,0.12,Local Road,08,Wheatbelt,611,Yilgarn,50km/h,33879609,22669497,{548D178D-3F15-4FC8-80C5-E402058DB2F9},0.00108545491916604
4270040,Gnowing St,Gnowing St,0,0.18,Single,0,0.18,Local Road,08,Wheatbelt,427,Wandering,50km/h,217103,22669498,{4B69553D-BAC5-4A0B-81B2-D822B3F61C39},0.00165729778283414
4270065,Down St East,Down St East,0,0.21,Single,0,0.21,Local Road,08,Wheatbelt,427,Wandering,50km/h,16131689,22669499,{E24E9E21-30C7-4378-BC30-5D03F1C8E42F},0.00218533066021906
4270047,Mill St,Mill St,0,0.07,Single,0,0.07,Local Road,08,Wheatbelt,427,Wandering,50km/h,228609,22669500,{850A533C-16AB-4271-9F04-B3F7122BEF0C},0.000655385382809229
4270069,Dunmall Dr,Dunmall Dr,0,0.3,Single,0,0.3,Local Road,08,Wheatbelt,427,Wandering,50km/h,20134698,22669501,{143D18CD-0849-4AD3-B459-7525CE63BA5F},0.00300529530760909
4270013,Moramockining Rd,Moramockining Rd,0,0.07,Single,0,0.07,Local Road,08,Wheatbelt,427,Wandering,50km/h,229428,22669502,{72AD8E4B-3E1B-4584-AF1F-E58991340001},0.000704477111054717
4270051,Hotham St,Hotham St,0,0.18,Single,0,0.18,Local Road,08,Wheatbelt,427,Wandering,50km/h,220589,22669503,{84CA0C2C-D960-43D1-9785-AD9C3322E40D},0.00162816246118132
4270039,Michibin St,Michibin St,0,0.21,Single,0,0.21,Local Road,08,Wheatbelt,427,Wandering,50km/h,228477,22669504,{1B9BE9E6-AC2D-46A5-94B0-46CFA055C084},0.00214893360935587
4270046,Westwood Rd,Westwood Rd,0,0.1,Single,0,0.1,Local Road,08,Wheatbelt,427,Wandering,50km/h,245623,22669505,{57E6F2B2-890E-40FA-A1B6-3A09EC9E12F9},0.000967414373020032
4270042,Cheetaning St,Cheetaning St,0,0.46,Single,0,0.46,Local Road,08,Wheatbelt,427,Wandering,50km/h,208175,22669506,{A561DD06-38D4-48EE-B879-5964FA1D655E},0.00473698267477451
4270037,Dowsett St,Dowsett St,0,0.14,Single,0,0.14,Local Road,08,Wheatbelt,427,Wandering,50km/h,212543,22669507,{F11326D6-CA8C-425B-82C8-A6EBE0B7D4F8},0.00140832044922683
4270038,Down St,Down St,0.84,0.87,Single,0.84,0.87,Local Road,08,Wheatbelt,427,Wandering,50km/h,212516,22669508,{2C232C6B-9ABC-4A44-A0D4-EA0DDC9CC0C2},0.00025800775182153
4270041,Sewell St,Sewell St,0,0.2,Single,0,0.2,Local Road,08,Wheatbelt,427,Wandering,50km/h,238519,22669509,{2D9415D5-A796-47C6-A801-E0B51FD9AC6C},0.00197027511866355
3040018,Bridge St,Bridge St,0,0.31,Single,0,0.31,Local Road,01,Great Southern,304,Cranbrook,50km/h,205385,22669510,{79C2F219-4298-41BC-9D2B-9C3874D04562},0.00306386557768151
3040003,Salt River Rd,Salt River Rd,0,0.68,Single,0,0.68,Local Road,01,Great Southern,304,Cranbrook,50km/h,237615,22669511,{8F3E5A5B-B41F-46A1-AC8A-1699D2B04D2C},0.00675357818258809
3040019,Gordon St,Gordon St,0,0.38,Single,0,0.38,Local Road,01,Great Southern,304,Cranbrook,50km/h,217311,22669512,{9ED7AA8C-583A-4285-9468-F6187647E415},0.00384943602215391
8110093,Fortescue Rd,Fortescue Rd,0,0.59,Single,0,0.59,Local Road,11,Pilbara,811,Ashburton,50km/h,215535,22669513,{F844F327-653C-47A5-B4E5-7A95209DA66D},0.00527829490977623
8110094,De Grey Rd,De Grey Rd,0,0.59,Single,0,0.59,Local Road,11,Pilbara,811,Ashburton,50km/h,211546,22669514,{CEA78E88-A7CB-47BF-85F4-88757B77CA29},0.00528202735699087
8110147,Central Rd,Central Rd,0,1.54,Single,0,1.54,Local Road,11,Pilbara,811,Ashburton,50km/h,207842,22669515,{F51595CA-D7B8-4D32-A588-933C0EA58359},0.014013237708773
8110153,Milpera St,Milpera St,0,0.36,Single,0,0.36,Local Road,11,Pilbara,811,Ashburton,50km/h,228774,22669516,{55806AA8-5150-4D27-AA19-B944FF749535},0.00355692849064508
8110164,Tamarind St,Tamarind St,0,0.44,Single,0,0.44,Local Road,11,Pilbara,811,Ashburton,50km/h,241397,22669517,{3BFC13A2-9E6D-4849-B3A1-31F4CB828FE2},0.00436258552206715
8110166,Wattle St,Wattle St,0,0.437,Single,0,0.437,Local Road,11,Pilbara,811,Ashburton,50km/h,245106,22669518,{C5BF79AC-70EE-4748-97B8-0B37CB98B054},0.004191479795668
8110167,Creek Rd,Creek Rd,0,0.16,Single,0,0.16,Local Road,11,Pilbara,811,Ashburton,50km/h,210415,22669519,{8F6453CE-659C-45B0-86B7-28ED4ECAD95C},0.0014141276462894
8110170,Court Rd,Court Rd,0,0.09,Single,0,0.09,Local Road,11,Pilbara,811,Ashburton,50km/h,210128,22669520,{398F8307-E7B1-4233-9985-96AE593B392F},0.000859223931270054
8110199,Marradong Pl,Marradong Pl,0,0.147,Single,0,0.147,Local Road,11,Pilbara,811,Ashburton,50km/h,227064,22669521,{136E8FED-9075-4F57-B3B7-7514EDF177A7},0.0014484803122435
8110203,Tanunda St,Tanunda St,0,0.49,Single,0,0.49,Local Road,11,Pilbara,811,Ashburton,50km/h,241503,22669522,{A8F6772B-64B9-4527-967E-57CC3EF92BB2},0.00471542459961936
8110225,Simpson St,Simpson St,0,0.707,Single,0,0.707,Local Road,11,Pilbara,811,Ashburton,50km/h,239165,22669523,{A238E8F5-8B8C-4232-AE29-8FEF9C04739B},0.00675689375113893
8120024,General St,General St,0,0.41,Single,0,0.41,Local Road,11,Pilbara,812,East Pilbara,50km/h,216405,22669524,{301663B6-3DC9-4B09-8AAF-D5E7310CC0E4},0.00391298812933291
8120025,Contest St,Contest St,0,0.72,Single,0,0.72,Local Road,11,Pilbara,812,East Pilbara,50km/h,209528,22669525,{1EF67F0A-C143-4BD9-B8FC-B42AB594A2DC},0.00661595477023853
8110020,Third Av,Third Av,0,0.87,Single,0,0.87,Local Road,11,Pilbara,811,Ashburton,50km/h,242114,22669526,{0E047993-02CE-4132-94F5-1E810976437B},0.00809269015916529
8120027,Augusta St,Augusta St,0,0.151,Single,0,0.151,Local Road,11,Pilbara,812,East Pilbara,50km/h,201913,22669527,{88C21900-3912-4AA4-8F17-4DF65EBD50B2},0.00143299575230682
8120077,Fortescue Av,Fortescue Av,0,1.2,Single,0,1.2,Local Road,11,Pilbara,812,East Pilbara,50km/h,215529,22669528,{3388E9AE-46B6-4017-8064-084DF4767090},0.0116218692899868
8120098,Hilditch Av,Hilditch Av,0,0.48,Single,0,0.48,Local Road,11,Pilbara,812,East Pilbara,50km/h,219913,22669529,{09069CA9-6F49-4ABE-B019-7AE8E7722275},0.00443674406067024
8120117,Mindarra Dr,Mindarra Dr,0,1.02,Single,0,1.02,Local Road,11,Pilbara,812,East Pilbara,50km/h,228829,22669530,{945A3907-2203-448A-8CC1-FA93087D97C8},0.00980495341686779
8120143,Gregory Av,Gregory Av,0,0.67,Single,0,0.67,Local Road,11,Pilbara,812,East Pilbara,50km/h,217833,22669531,{EE389E47-26F7-4053-99A3-9B0781E8A009},0.00596868614033023
8120159,Thulluna Cr,Thulluna Cr,0,0.44,Single,0,0.44,Local Road,11,Pilbara,812,East Pilbara,50km/h,242355,22669532,{335B4196-92F4-4739-B316-3291B6F4D273},0.00415679973725063
8130015,Sutherland St,Sutherland St,0,0.415,Single,0,0.415,Local Road,11,Pilbara,813,Port Hedland (T),50km/h,241047,22669533,{9CEC7D3C-E07F-4C76-8017-BA61933383E7},0.00397620513708458
8130015,Sutherland St,Sutherland St,1.52,1.59,Single,1.52,1.59,Local Road,11,Pilbara,813,Port Hedland (T),50km/h,241047,22669534,{4B6BDC3A-FFEA-4962-8770-2F93572B4832},0.000676712549370585
8130015,Sutherland St,Sutherland St,2.808,2.898,Single,2.808,2.898,Local Road,11,Pilbara,813,Port Hedland (T),50km/h,241047,22669535,{313580FB-82BF-4C9C-AE3F-91D8E5433F03},0.000850049998529498
8130015,Sutherland St,Sutherland St,4.688,4.718,Single,4.688,4.718,Local Road,11,Pilbara,813,Port Hedland (T),50km/h,241047,22669536,{B54EEB6A-9021-48E5-A477-1CF5B86D937B},0.000285893040343856
8130022,Rodoreda St,Rodoreda St,0,0.22,Single,0,0.22,Local Road,11,Pilbara,813,Port Hedland (T),50km/h,236588,22669537,{9E945FCE-0ADE-4E77-B945-2835C1CB4A06},0.00196705719286451
8130039,Keesing St,Keesing St,0,0.55,Single,0,0.55,Local Road,11,Pilbara,813,Port Hedland (T),50km/h,222783,22669538,{5D9AD427-DE71-465A-87F8-9B28D19EE7C3},0.00497834328360018
8130040,Dempster St,Dempster St,0,0.76,Single,0,0.76,Local Road,11,Pilbara,813,Port Hedland (T),50km/h,211769,22669539,{B3CCE2FD-56AA-4689-9689-AA35E014CA81},0.00712802518270634
8130053,Tinder St,Tinder St,0,0.36,Single,0,0.36,Local Road,11,Pilbara,813,Port Hedland (T),50km/h,242500,22669540,{1ED3DBCE-0538-4DBF-B626-2EB2E6559F74},0.00315460854420879
8130057,Corney St,Corney St,0,0.48,Single,0,0.48,Local Road,11,Pilbara,813,Port Hedland (T),50km/h,209927,22669541,{D2808F8D-A4B0-4B54-B9E7-B2F20D4835F4},0.00439989678152497
8130109,Roberts St,Roberts St,0,0.86,Single,0,0.86,Local Road,11,Pilbara,813,Port Hedland (T),50km/h,236383,22669542,{88B307B9-0759-4878-8264-1D4BD1C6704E},0.00797212086253453
8130115,Weaver Pl,Weaver Pl,0,0.48,Single,0,0.48,Local Road,11,Pilbara,813,Port Hedland (T),50km/h,245213,22669543,{91104379-BC65-48F9-8CE5-A5752F718D0E},0.00445814309055734
8130142,Baler Cl,Baler Cl,0,0.59,Single,0,0.59,Local Road,11,Pilbara,813,Port Hedland (T),50km/h,202288,22669544,{F469F0D3-C78F-4DBF-84ED-EC024D7704EE},0.00535733953497285
2010060,Hillview Rd,Hillview Rd,0,1.55,Single,0,1.55,Local Road,02,South West,201,Augusta - Margaret River,50km/h,220034,22669545,{066A9638-3E4E-4B5D-9AD1-9511B3DE0C85},0.016487727603107
5030187,Owens Av,Owens Av,0,0.23,Single,0,0.23,Local Road,08,Wheatbelt,503,Dalwallinu,50km/h,232315,22669546,{A069D116-D371-4ADB-88EB-B2698DB61D8D},0.00263071836155667
5030185,Johnston St,Johnston St,0.15,1.53,Single,0.15,1.53,Local Road,08,Wheatbelt,503,Dalwallinu,50km/h,222137,22669547,{250AAC93-051B-46BB-AF6E-981A973C60FB},0.0127180088326558
4110138,Haig St,Haig St,0,0.96,Single,0,0.96,Local Road,08,Wheatbelt,411,Koorda,50km/h,218314,22669548,{B6EEEEB0-F150-43E4-AA99-D08356783B90},0.0100392569330097
4110139,Koorda - Bullfinch Rd,Koorda - Bullfinch Rd,0,0.26,Single,0,0.26,Local Road,08,Wheatbelt,411,Koorda,50km/h,246996,22669549,{CEAAD689-C9E9-451D-A651-B10C651DF118},0.00272616367518107
4110097,Thomas St,Thomas St,0,0.18,Single,0,0.18,Local Road,08,Wheatbelt,411,Koorda,50km/h,242192,22669550,{8B9F7812-6F73-4960-9AE2-705E48F28B44},0.0018227392607506
4110098,Greenham St,Greenham St,0,0.37,Single,0,0.37,Local Road,08,Wheatbelt,411,Koorda,50km/h,217760,22669551,{9EB2A112-662E-4CD5-B68C-406CE8B4CE3B},0.003452284507479
4110098,Greenham St,Greenham St,0.56,0.82,Single,0.56,0.82,Local Road,08,Wheatbelt,411,Koorda,50km/h,217760,22669552,{A4243A9D-C6C4-4C7A-9366-975735FAE04A},0.00241971981849139
4110093,Scott St,Scott St,0,0.74,Single,0,0.74,Local Road,08,Wheatbelt,411,Koorda,50km/h,238133,22669553,{7FE4373F-A9CD-4586-9BE5-79E05C6DD003},0.0077098974953774
4110131,Morton Wy,Morton Wy,0,0.08,Single,0,0.08,Local Road,08,Wheatbelt,411,Koorda,50km/h,229640,22669554,{E0477C45-E45B-4776-9108-32C838F7AD78},0.000935328579207914
